symbol,open_price,change,percent_change,close_price,type,clientNameEn,exchange,marketCapPrev,sharesOutstanding
LIX,41.5,8.0,19.27710843373494,49.5,s,Lix Detergent Joint Stock Company,HOSE,1587600000000.0,32400000.0
LM8,8.7,5.550000000000001,63.79310344827588,14.25,s,Lilama 18 Joint Stock Company,HOSE,133788718500.0,9388682.0
LPB,13.1,0.75,5.7251908396946565,13.85,s,Lien Viet Post Joint Stock Commercial Bank,HOSE,33632655870400.0,2557616416.0
LSS,6.39,5.86,91.7057902973396,12.25,s,Lam Son Suger Joint Stock Corporation,HOSE,864756718800.0,74547993.0
MBB,17.2,1.3000000000000007,7.558139534883726,18.5,s,Military Commercial Joint Stock Bank,HOSE,94114217138600.0,5214084052.0
MCP,16.0,19.0,118.75,35.0,s,My Chau Printing And Packaging Corporation,HOSE,511788910000.0,15052615.0
MDG,12.3,1.8999999999999986,15.447154471544703,14.2,s,Mien Dong Joint Stock Company,HOSE,144546934000.0,10324781.0
MHC,3.9,4.779999999999999,122.56410256410255,8.68,s,MHC Joint Stock Company,HOSE,346575284280.0,41406844.0
MIG,14.65,3.1500000000000004,21.501706484641637,17.8,s,Military Insurance Corporation,HOSE,2935432500000.0,172672500.0
MSB,12.5,1.25,10.0,13.75,s,Vietnam Maritime Commercial Joint Stock Bank,HOSE,27000000000000.0,2000000000.0
MSH,32.6,10.799999999999997,33.12883435582821,43.4,s,Song Hong Garment Joint Stock Company,HOSE,3210603480000.0,75014100.0
MSN,95.0,-18.700000000000003,-19.684210526315795,76.3,s,Masan Group Corporation,HOSE,105882412044000.0,1430843406.0
MWG,42.8,9.800000000000004,22.897196261682254,52.6,s,Mobile World Investment Corporation,HOSE,71665442303000.0,1462560047.0
NAF,9.69,6.3100000000000005,65.11867905056761,16.0,s,Nafoods Group Joint Stock Company,HOSE,783743395000.0,50564090.0
NAV,19.95,-3.4499999999999993,-17.293233082706763,16.5,s,Nam Viet Joint Stock Company,HOSE,120799698000.0,7999980.0
NBB,12.85,6.4,49.80544747081713,19.25,s,577 Investment Corporation,HOSE,1898028115250.0,100159795.0
NCT,84.5,3.9000000000000057,4.615384615384622,88.4,s,Noibai Cargo Terminal Services Joint Stock Company,HOSE,2302584416000.0,26165732.0
NHA,10.9,6.6,60.55045871559632,17.5,s,Ha Noi South Housing and Urban Development Corporation,HOSE,695879580000.0,42174520.0
NHH,13.1,3.549999999999999,27.09923664122137,16.65,s,HaNoi Plastics Joint Stock Company,HOSE,1217096000000.0,72880000.0
NHT,13.6,-1.1999999999999993,-8.823529411764701,12.4,s,Nam Hoa Trading & Production Corporation,HOSE,290444745800.0,24003698.0
NKG,12.35,7.4,59.91902834008097,19.75,s,Nam Kim Steel Joint Stock Company,HOSE,4883803301300.0,263277806.0
NLG,31.0,4.0,12.903225806451612,35.0,s,Nam Long Investment Corporation,HOSE,12559425810000.0,384080300.0
NNC,21.3,-3.5,-16.431924882629108,17.8,s,Nui Nho Stone Joint Stock Company,HOSE,382504000000.0,21920000.0
NO1,9.0,-0.03999999999999915,-0.444444444444435,8.96,s,911 Group Joint Stock Company,HOSE,218400000000.0,24000000.0
NSC,71.7,0.0,0.0,71.7,s,Vietnam National Seed Group Joint Stock Company,HOSE,1230216120000.0,17574516.0
NT2,28.9,-4.399999999999999,-15.224913494809684,24.5,s,PetroVietnam Power Nhon Trach 2 Joint Stock Company,HOSE,6966599901800.0,287876029.0
NTL,15.6,12.9,82.6923076923077,28.5,s,Tu Liem Urban Development Joint Stock Company,HOSE,1634530660000.0,60989950.0
NVL,14.0,1.5999999999999996,11.428571428571425,15.6,s,No Va Land Investment Group Corporation,HOSE,27984000120300.0,1950104538.0
NVT,8.38,0.019999999999999574,0.23866348448686842,8.4,s,Ninh Van Bay Travel Real Estate Joint Stock Company,HOSE,741195000000.0,90500000.0
OCB,17.5,-4.1,-23.428571428571427,13.4,s,Orient Commercial Joint Stock Bank,HOSE,26712715822000.0,2054824294.0
OGC,8.59,-2.4799999999999995,-28.87077997671711,6.11,s,Ocean Group Joint Stock Company,HOSE,1751999994160.0,299999999.0
OPC,25.6,-2.700000000000003,-10.54687500000001,22.9,s,OPC Pharmaceutial Joint Stock Company,HOSE,1441145070000.0,64050892.0
ORS,8.65,9.85,113.87283236994219,18.5,s,Tien Phong Securities Corporation,HOSE,3430000000000.0,200000000.0
PAC,33.0,-4.949999999999999,-14.999999999999996,28.05,s,Dry Cell and Storage Battery JointStock Company,HOSE,1298884210650.0,46471707.0
PAN,14.95,5.400000000000002,36.12040133779266,20.35,s,The PAN Group Joint Stock Company,HOSE,4010779200000.0,208894750.0
PC1,20.5,10.399999999999999,50.73170731707316,30.9,s,PC1 Group Joint Stock Company,HOSE,7896643658400.0,270433002.0
PDN,130.1,-19.599999999999994,-15.065334358186009,110.5,s,Dong Nai Port Joint Stock Company,HOSE,4089647443200.0,37043908.0
PDR,13.95,10.0,71.68458781362007,23.95,s,Phat Dat Real Estate Development Corporation,HOSE,15179204549400.0,671646219.0
PET,18.4,9.3,50.54347826086957,27.7,s,Petrovietnam General Services Corporation,HOSE,2742758766700.0,106722131.0
PGC,16.8,-0.6999999999999993,-4.1666666666666625,16.1,s,Petrolimex Gas Corporation - Joint Stock Company,HOSE,950343738750.0,60339285.0
PGD,26.0,12.399999999999999,47.692307692307686,38.4,s,Petro Viet Nam Low Pressure Gas Distribution Joint Stock Company,HOSE,3761897818000.0,98997311.0
PGI,27.0,-1.1999999999999993,-4.444444444444442,25.8,s,Petrolimex Insurance Corporation,HOSE,2777964739800.0,110896796.0
PGV,18.7,7.199999999999999,38.50267379679144,25.9,s,Power Generation Joint Stock Corporation 3,HOSE,27524967127000.0,1123468046.0
PHC,5.79,2.0599999999999996,35.578583765112256,7.85,s,Phuc Hung Holdings Construction Joint Stock Company,HOSE,385182645200.0,50681927.0
PHR,39.9,7.5,18.79699248120301,47.4,s,Phuoc Hoa Rubber Joint Stock Company,HOSE,6314262626800.0,135499198.0
PIT,4.8,2.91,60.62500000000001,7.71,s,Petrolimex International Trading Joint Stock Company,HOSE,102455722250.0,14210225.0
PJT,9.0,1.3499999999999996,14.999999999999996,10.35,s,Petrolimex Joint Stock Tanker Company,HOSE,236167349250.0,23040717.0
PLP,4.17,0.4900000000000002,11.750599520383698,4.66,s,Pha Le Plastics Manufacturing and Technology Joint Stock Company,HOSE,314999311500.0,69999847.0
PLX,31.85,5.649999999999999,17.739403453689164,37.5,s,Vietnam National Petroleum Group,HOSE,45741320460000.0,1270592235.0
PMG,11.2,-2.08,-18.571428571428573,9.12,s,Petro Center Corporation,HOSE,448998533820.0,46336278.0
PNC,9.25,-0.34999999999999964,-3.7837837837837798,8.9,s,Phuong Nam Cultural Joint Stock Company,HOSE,97194159000.0,10799351.0
PNJ,91.0,-12.200000000000003,-13.406593406593409,78.8,s,Phu Nhuan Jewelry Joint Stock Company,HOSE,25419971247500.0,327999629.0
POM,5.49,0.3099999999999996,5.646630236794164,5.8,s,Pomina Steel Corporation,HOSE,1559843857600.0,278543546.0
POW,10.6,1.0,9.433962264150944,11.6,s,PetroVietnam Power Corporation,HOSE,26228961920000.0,2341871600.0
PPC,12.65,1.299999999999999,10.276679841897224,13.95,s,Pha Lai Thermal Power Joint Stock Company,HOSE,4488582756000.0,320613054.0
PSH,5.05,6.3,124.75247524752476,11.35,s,Nam Song Hau Trading Investing Petroleum Joint Stock Company,HOSE,1387867580000.0,126169780.0
PTB,42.0,16.299999999999997,38.8095238095238,58.3,s,Phu Tai Joint Stock Company,HOSE,3882427374000.0,66938403.0
PTC,5.4,0.2699999999999996,4.999999999999992,5.67,s,ICAPITAL Investment Joint Stock Company,HOSE,167718361040.0,32191624.0
PTL,3.25,2.37,72.92307692307692,5.62,s,Victory Capital Joint Stock Company,HOSE,525962225600.0,98865080.0
PVD,18.1,7.699999999999999,42.54143646408839,25.8,s,PetroVietNam Driling & Well Services Corporation,HOSE,13646854147300.0,555880006.0
PVT,21.95,6.350000000000001,28.929384965831446,28.3,s,PetroVietNam Transportation Corporation,HOSE,8609123143600.0,323651246.0
QBS,1.95,0.7300000000000002,37.435897435897445,2.68,s,Quang Binh Import And Export Joint Stock Company,HOSE,169858323600.0,69329928.0
QCG,3.98,7.57,190.20100502512565,11.55,s,Quoc Cuong Gia Lai Joint Stock Company,HOSE,2957638265750.0,275129141.0
RAL,79.0,21.599999999999994,27.341772151898724,100.6,s,Rang Dong Light Sources and Vacuum Flask Joint Stock Company,HOSE,2425384157000.0,23547419.0
RDP,7.18,2.1099999999999994,29.387186629526457,9.29,s,Rang Dong Holding Joint-Stock Company,HOSE,520139911800.0,49069803.0
REE,71.3,-8.099999999999994,-11.36044880785413,63.2,s,Refrigeration Electrical Engineering Corporation,HOSE,25339793390000.0,408706345.0
S4A,34.5,0.7999999999999972,2.3188405797101366,35.3,s,SeSan 4A HydroElectric Joint Stock Company,HOSE,1483330000000.0,42200000.0
SAB,171.1,-98.6,-57.6271186440678,72.5,s,Saigon Beer - Alcohol - Beverage Corporation,HOSE,90164134751600.0,1282562372.0
SAM,5.92,0.6600000000000001,11.148648648648651,6.58,s,SAM Holdings Corporation,HOSE,2397553727010.0,379960971.0
SAV,14.65,2.2499999999999982,15.358361774744015,16.9,s,Savimex Corporation,HOSE,366530098000.0,21560594.0
SBA,22.75,0.5500000000000007,2.417582417582421,23.3,s,Song Ba Joint Stock Company,HOSE,1412400894350.0,60488261.0
SBT,14.25,0.40000000000000036,2.8070175438596516,14.65,s,Thanh Thanh Cong - Bien Hoa Joint Stock Company,HOSE,10404038951650.0,740500993.0
SBV,11.05,-1.1100000000000012,-10.045248868778291,9.94,s,Siam Brothers Vietnam Joint Stock Company,HOSE,268321444320.0,27323976.0
SC5,17.0,2.6499999999999986,15.58823529411764,19.65,s,Construction Joint Stock Company No 5,HOSE,284686481000.0,14983499.0
SCD,20.6,-5.300000000000001,-25.728155339805824,15.3,s,Chuong Duong Beverages Joint Stock Company,HOSE,135642240000.0,8477640.0
SCR,5.5,1.9000000000000004,34.545454545454554,7.4,s,Sai Gon Thuong Tin Real Estate Joint Stock Company,HOSE,2753805954000.0,395661775.0
SCS,74.1,-6.599999999999994,-8.90688259109311,67.5,s,Saigon Cargo Service Corporation,HOSE,6408346457800.0,94379182.0
SFC,20.0,-2.3000000000000007,-11.500000000000004,17.7,s,Saigon Fuel Joint Stock Company,HOSE,198856296300.0,11234819.0
SFG,9.48,-0.19000000000000128,-2.004219409282714,9.29,s,The Southern Fertilizer Joint Stock Company,HOSE,426765237030.0,47897333.0
SFI,33.05,-0.5999999999999943,-1.8154311649016472,32.45,s,Sea And Air Freight International,HOSE,702335881200.0,22086034.0
SGN,62.7,7.200000000000003,11.483253588516751,69.9,s,Saigon Ground Services Joint Stock Company,HOSE,2343998010900.0,33533591.0
SGR,13.45,5.850000000000001,43.494423791821575,19.3,s,Saigon Real Estate Group Joint Stock Company,HOSE,1100999798150.0,59999989.0
SGT,15.2,-1.0,-6.578947368421052,14.2,s,Saigon Telecommunication And Technologies Corporation,HOSE,2094245393200.0,148003208.0
SHA,4.04,0.6600000000000001,16.33663366336634,4.7,s,Son Ha Sai Gon Joint Stock Company,HOSE,155527038750.0,33446675.0
SHB,9.96,1.1399999999999988,11.445783132530106,11.1,s,Saigon-Hanoi Commercial Joint Stock Bank,HOSE,38179415329850.0,3618901927.0
SHI,14.75,-1.0999999999999996,-7.457627118644066,13.65,s,Sonha International Corporation,HOSE,2249820487100.0,161857589.0
SHP,26.1,3.3999999999999986,13.02681992337164,29.5,s,Southern Hydropower Joint Stock Company,HOSE,2995708019200.0,101206352.0
SJD,15.0,4.0,26.666666666666668,19.0,s,Can Don Hydropower Joint Stock Company,HOSE,1310973780000.0,68998620.0
SJF,3.25,0.31000000000000005,9.53846153846154,3.56,s,Sunstar Investment Joint Stock Company,HOSE,271656000000.0,79200000.0
SJS,45.9,16.0,34.85838779956427,61.9,s,Song Da Urban & Industrial Zone Investment and Development Joint Stock Company,HOSE,7038864264000.0,113897480.0
SKG,14.45,1.4000000000000004,9.688581314878896,15.85,s,Superdong - Kien Giang Fast Ferry Joint Stock Company,HOSE,946809438250.0,63331735.0
SMA,7.6,0.7800000000000011,10.263157894736857,8.38,s,Saigon Machinery Spare Parts Joint Stock Company,HOSE,170353237320.0,20352836.0
SMB,43.95,-6.050000000000004,-13.765642775881693,37.9,s,Sai Gon - Mien Trung Beer Joint Stock Company,HOSE,1123726297200.0,29846648.0
SMC,9.87,1.9300000000000015,19.554204660587658,11.8,s,SMC Trading Investment Joint Stock Company,HOSE,802314523300.0,73606837.0
SPM,14.0,-1.9000000000000004,-13.571428571428573,12.1,s,S.P.M Corporation,HOSE,172125000000.0,13770000.0
SRC,18.3,1.5,8.19672131147541,19.8,s,Sao Vang Rubber Joint Stock Company,HOSE,575299044000.0,28063368.0
SRF,9.81,-0.41999999999999993,-4.281345565749235,9.39,s,Searefico Corporation,HOSE,336854196600.0,33786780.0
SSB,32.95,-7.950000000000003,-24.127465857359642,25.0,s,Southeast Asia Commercial Joint Stock Bank,HOSE,61097130000000.0,2453700000.0
SSC,27.2,4.050000000000001,14.889705882352944,31.25,s,Southern Seed Joint-stock Company,HOSE,414079692000.0,13271785.0
SSI,17.8,14.0,78.65168539325842,31.8,s,SSI Securities Corporation,HOSE,45273987803800.0,1499138669.0
ST8,7.66,10.190000000000001,133.02872062663187,17.85,s,ST8 Investment Development Joint Stock Corporation,HOSE,447543694800.0,25720902.0
STB,22.5,8.149999999999999,36.222222222222214,30.65,s,SaiGon Thuong Tin Commercial Joint Stock Bank,HOSE,55048298907200.0,1885215716.0
STG,39.5,7.299999999999997,18.48101265822784,46.8,s,South Logistics Joint Stock Company,HOSE,4598257107600.0,98253357.0
STK,27.55,5.849999999999998,21.234119782214147,33.4,s,Century Synthetic Fiber Corporation,HOSE,3015753531700.0,94095274.0
SVC,57.0,-22.0,-38.59649122807017,35.0,s,SaiGon General Service Corporation,HOSE,2238434150400.0,66620064.0
SVD,2.92,0.56,19.178082191780824,3.48,s,Vu Dang Investment & Trading Joint Stock Company,HOSE,92203732720.0,27605908.0
AAV,4.2,0.7000000000000002,16.66666666666667,4.9,s,AAV Group joint Stock Company,HNX,310444474500.0,68987661.0
ADC,18.0,-0.8999999999999986,-4.999999999999992,17.1,s,Art Design and Communication Joint Stock Company,HNX,68022705600.0,3977936.0
ALT,14.4,0.40000000000000036,2.77777777777778,14.8,s,Alta Company,HNX,79740255100.0,5736709.0
AMC,22.5,-5.100000000000001,-22.666666666666675,17.4,s,Asia Mineral Joint Stock Company,HNX,49590000000.0,2850000.0
AME,10.9,-2.5999999999999996,-23.85321100917431,8.3,s,Alphanam E&C Joint Stock Company,HNX,541160000000.0,65200000.0
AMV,3.3,0.7000000000000002,21.212121212121218,4.0,s,American Vietnamese Biotech Incorporation,HNX,498201470000.0,131105650.0
API,9.0,-3.0,-33.33333333333333,6.0,s,Asia - Pacific Investment Joint Stock Company,HNX,479278663200.0,84083976.0
APS,8.4,-1.4000000000000004,-16.66666666666667,7.0,s,Asia - Pacific Securities Joint Stock Company,HNX,522900000000.0,83000000.0
ARM,50.0,-28.2,-56.39999999999999,21.8,s,General Aviation Import Export Joint Stock Company,HNX,74359663700.0,3111283.0
ART,1.3,0.0,0.0,1.3,s,BOS Securities Joint Stock Company,UPCOM,125999261700.0,96922509.0
ATS,12.9,-2.0999999999999996,-16.279069767441857,10.8,s,Atesco Pharmaceutical Group Joint Stock Company,HNX,41300000000.0,3500000.0
BAB,13.2,0.5,3.787878787878788,13.7,s,Bac A Commercial Joint Stock Bank,HNX,11251259694000.0,833426644.0
BAX,75.0,-24.799999999999997,-33.06666666666666,50.2,s,Thong Nhat Joint Stock Company,HNX,407540000000.0,8200000.0
BBS,10.5,0.5,4.761904761904762,11.0,s,VICEM Packing But Son Joint Stock Company,HNX,69600000000.0,6000000.0
BCC,8.2,2.6000000000000014,31.707317073170753,10.8,s,Bim Son Cement Joint Stock Company,HNX,1355307932000.0,123209812.0
BCF,36.5,-6.600000000000001,-18.082191780821923,29.9,s,Bich Chi Food Company,HNX,952353810000.0,32283180.0
BDB,10.8,-0.20000000000000107,-1.8518518518518614,10.6,s,Binh Dinh Book and Equipment Joint Stock Company,HNX,11940624400.0,1126474.0
BED,39.9,-5.0,-12.531328320802004,34.9,s,Da Nang Books & Educational Equipment Joint Stock Company,HNX,104700000000.0,3000000.0
BII,2.0,-1.2,-60.0,0.8,s,Bao Thu Industrial Development and Investment Joint Stock Company,UPCOM,51912000000.0,57680000.0
BKC,6.3,0.9000000000000004,14.28571428571429,7.2,s,Bac Kan Minerals Joint Stock Company,HNX,84511641600.0,11737728.0
BLF,3.2,0.0,0.0,3.2,s,Bac Lieu Fisheries Joint Stock Company,HNX,36799996800.0,11499999.0
BNA,11.1,0.8000000000000007,7.207207207207214,11.9,s,Bao Ngoc Investment Production Corporation,HNX,264998463000.0,24999855.0
BPC,9.0,0.3000000000000007,3.333333333333341,9.3,s,Vicem Packaging Bimson Joint Stock Company,HNX,35340000000.0,3800000.0
BSC,13.0,-1.0,-7.6923076923076925,12.0,s,BenThanh Service Joint Stock Company,HNX,37808964000.0,3150747.0
BST,14.3,5.0,34.96503496503497,19.3,s,Binh Thuan Book And Equipment Joint Stock Company,HNX,19140000000.0,1100000.0
BTS,6.1,-0.5999999999999996,-9.836065573770487,5.5,s,VICEM But Son Cement Joint Stock Company,HNX,654867247400.0,123559858.0
BTW,27.1,7.399999999999999,27.306273062730618,34.5,s,Ben Thanh Water Supply Joint Stock Company,HNX,322920000000.0,9360000.0
BVS,20.5,5.5,26.82926829268293,26.0,s,Bao Viet Securities Company,HNX,1891643799000.0,72200145.0
BXH,10.8,3.8999999999999986,36.11111111111109,14.7,s,Haiphong Packing VICEM Joint Stock Company,HNX,44276988000.0,3012040.0
C69,5.8,2.0,34.48275862068966,7.8,s,1369 Construction Joint Stock Company,HNX,457319792800.0,61799972.0
CAG,8.4,-0.6000000000000005,-7.1428571428571495,7.8,s,An Giang Port Joint Stock Company,HNX,106260000000.0,13800000.0
CAN,48.7,18.299999999999997,37.57700205338808,67.0,s,Halong Canned Food Joint Stock Corporation,HNX,335000000000.0,5000000.0
CAP,73.5,5.099999999999994,6.938775510204073,78.6,s,Yen Bai Joint Stock Forest Agricultural Products And Foodstuffs Company,HNX,792170096000.0,10052920.0
CCR,13.0,-1.8000000000000007,-13.846153846153852,11.2,s,Cam Ranh Port Joint Stock Company,HNX,271435148700.0,24453617.0
CDN,26.5,0.0,0.0,26.5,s,DaNang Port Joint Stock Company,HNX,2524500000000.0,99000000.0
CEO,17.0,4.300000000000001,25.29411764705883,21.3,s,CEO Group Joint Stock Company,HNX,10036259415000.0,514679970.0
CET,3.2,4.5,140.625,7.7,s,HTC Holding Joint Stock Company,HNX,50820000000.0,6050000.0
CIA,10.0,0.1999999999999993,1.9999999999999927,10.2,s,Cam Ranh International Airport Services Joint Stock Company,HNX,184746305700.0,18661243.0
CJC,30.0,-4.199999999999999,-13.999999999999998,25.8,s,Central Area Electrical Mechanical Joint Stock Company,HNX,206400000000.0,8000000.0
CKV,19.4,-6.399999999999999,-32.98969072164948,13.0,s,CokyVina Joint Stock Company,HNX,52156000000.0,4012000.0
CLH,28.6,-3.8000000000000007,-13.286713286713288,24.8,s,La Hien Cement Joint Stock Company,HNX,290400000000.0,12000000.0
CLM,48.6,9.399999999999999,19.341563786008226,58.0,s,Vinacomin - Coal Import Export Joint Stock Company,HNX,638000000000.0,11000000.0
CMC,5.1,1.4000000000000004,27.450980392156872,6.5,s,CMC Investment Joint Stock Company,HNX,26910195000.0,4561050.0
CMS,6.9,19.9,288.40579710144925,26.8,s,CMH Viet Nam Group Joint Stock Company,HNX,730486750000.0,25452500.0
CPC,15.0,1.1000000000000014,7.333333333333343,16.1,s,Cantho Pesticides Joint Stock Company,HNX,63670620000.0,4081450.0
CSC,36.5,-5.5,-15.068493150684931,31.0,s,COTANA GROUP Joint Stock Company,HNX,913419266700.0,31174719.0
CTB,14.1,7.200000000000001,51.06382978723405,21.3,s,Hai Duong Pump Manufacturing Joint Stock Company,HNX,300960000000.0,13680000.0
CTC,2.0,0.20000000000000018,10.000000000000009,2.2,s,Hoang Kim Tay Nguyen Group Joint Stock Company,HNX,34759837200.0,15799926.0
CTP,3.7,1.2000000000000002,32.432432432432435,4.9,s,Minh Khang Capital Trading Public Joint Stock Company,HNX,58079961600.0,12099992.0
CTT,15.4,3.200000000000001,20.779220779220786,18.6,s,Vinacomin-Machinery Joint Stock Company,HNX,87370728600.0,4697351.0
CTX,7.6,0.0,0.0,7.6,s,Vietnam Investment Construction And Trading Joint Stock Corporation,HNX,599695297600.0,78907276.0
CVN,2.9,0.30000000000000027,10.344827586206906,3.2,s,Vinam Joint Stock Company,HNX,92069972100.0,29699991.0
CX8,7.3,-0.5999999999999996,-8.219178082191776,6.7,s,Constrexim No. 8 Investment and Construction Joint Stock Company,HNX,14575611600.0,2208426.0
D11,11.0,3.0999999999999996,28.18181818181818,14.1,s,Real Estate 11 Joint Stock Company,HNX,104201559600.0,7338138.0
DAD,18.1,4.299999999999997,23.75690607734805,22.4,s,Danang Education Development And Investment Joint Stock Company,HNX,102502400000.0,4659200.0
DAE,19.8,-4.800000000000001,-24.242424242424246,15.0,s,Educational Book Joint Stock Company in Da Nang City,HNX,28499738400.0,1925658.0
DC2,5.4,0.0,0.0,5.4,s,Development Investment Construction Number 2 Joint Stock Company,HNX,39292973200.0,7556341.0
DDG,40.2,-33.1,-82.33830845771143,7.1,s,Indochine Import Export Investment Industrial Joint Stock Company,HNX,406911224800.0,59839886.0
DHP,12.1,-2.0999999999999996,-17.355371900826444,10.0,s,Hai Phong Electrical Mechanical Joint Stock Company,HNX,94922000000.0,9492200.0
DHT,38.5,-17.3,-44.935064935064936,21.2,s,Hatay Pharmaceutical Joint Stock Company,HNX,1508381304000.0,73940260.0
DIH,25.0,3.0,12.0,28.0,s,Development Investment Construction Hoi An Joint Stock Company,HNX,164305283600.0,5910262.0
DL1,3.0,1.7999999999999998,60.0,4.8,s,Alpha Seven Group Joint Stock Company,HNX,478062423000.0,106236094.0
DNC,37.4,0.3999999999999986,1.0695187165775364,37.8,s,Haiphong Electricity Water Machine Assembly Joint Stock Company,HNX,242761352400.0,6422258.0
DNM,14.3,1.299999999999999,9.090909090909083,15.6,s,Danameco Medical Joint Stock Corporation,UPCOM,81947892000.0,5253070.0
DNP,24.0,-2.0,-8.333333333333332,22.0,s,DNP Holding Joint Stock Company,HNX,2603934155700.0,118901103.0
DP3,94.0,-32.3,-34.36170212765957,61.7,s,Central Phamarceutical Joint Stock Company No 3,HNX,1289995980000.0,21499933.0
DPC,14.0,-2.4000000000000004,-17.142857142857146,11.6,s,Da Nang Plastic Joint Stock Company,HNX,25952448000.0,2237280.0
DS3,4.8,0.6000000000000005,12.50000000000001,5.4,s,DS3 Joint Stock Company,HNX,55482596000.0,10669730.0
DST,4.3,0.40000000000000036,9.302325581395356,4.7,s,Sao Thang Long Investment Joint Stock Company,HNX,144985500000.0,32219000.0
DTC,5.3,0.20000000000000018,3.7735849056603805,5.5,s,Dong Trieu Viglacera Joint Stock Company,HNX,53000000000.0,10000000.0
DTD,11.2,13.5,120.5357142857143,24.7,s,Thanh Dat Investment Development Joint Stock Company,HNX,1175700818600.0,42908789.0
DTK,9.2,1.4000000000000004,15.21739130434783,10.6,s,Vinacomin - Power Holding Corporation,HNX,7442165477500.0,682767475.0
DVG,2.7,0.5,18.51851851851852,3.2,s,Dai Viet DVG Group Joint Stock Company,HNX,84000000000.0,28000000.0
DVM,12.9,1.299999999999999,10.077519379844952,14.2,s,Vietnam Medicinal Materials Joint Stock Company,HNX,491970000000.0,35650000.0
DXP,8.9,4.0,44.9438202247191,12.9,s,Doan Xa Port Joint Stock Company,HNX,736902434100.0,59910767.0
DZM,2.9,0.0,0.0,2.9,s,Dzi An Mechanoelectric Joint Stock Company,HNX,15648356500.0,5395985.0
EBS,9.3,4.399999999999999,47.31182795698923,13.7,s,Educational Book Joint Stock Company In Hanoi city,HNX,133538825600.0,9965584.0
ECI,27.8,-2.6999999999999993,-9.712230215827335,25.1,s,ECI Group Joint Stock Company,HNX,44176000000.0,1760000.0
EID,21.5,-0.6000000000000014,-2.7906976744186114,20.9,s,Hanoi Education Development and Investment Joint Stock Company,HNX,309000000000.0,15000000.0
EVS,12.3,-2.200000000000001,-17.886178861788625,10.1,s,Everest Securities Joint Stock Company,HNX,1466725500200.0,164800618.0
FID,1.6,0.7999999999999998,49.999999999999986,2.4,s,Vietnam Enterprise Investment and Development Joint Stock Company,HNX,59318299200.0,24715958.0
GDW,26.9,4.100000000000001,15.24163568773235,31.0,s,Gia Dinh Wasuco Joint Stock Company,HNX,294500000000.0,9500000.0
GIC,10.4,4.9,47.11538461538461,15.3,s,Green Development And Investment Service Joint Stock Company,HNX,181800000000.0,12120000.0
GKM,28.8,5.800000000000001,20.13888888888889,34.6,s,Khang Minh Group Joint Stock Company,HNX,1065620634300.0,31434237.0
GLT,24.0,0.5,2.083333333333333,24.5,s,Global Electrical Technology Corporation,HNX,229098079000.0,9350942.0
GMA,44.4,0.0,0.0,44.4,s,G-Automobile Joint Stock Company,HNX,887999955600.0,19999999.0
GMX,18.0,1.8999999999999986,10.555555555555546,19.9,s,My Xuan Brick Tile Pottery and Construction Joint Stock Company,HNX,178882129800.0,9034451.0
HAD,14.8,3.0,20.27027027027027,17.8,s,Hanoi - Haiduong Beer Joint Stock Company,HNX,71200000000.0,4000000.0
HAT,21.0,21.0,100.0,42.0,s,Hanoi Beer Trading Joint Stock Company,HNX,125544600000.0,3123000.0
HBS,5.0,3.8000000000000007,76.00000000000001,8.8,s,Hoa Binh Securities Joint Stock Company,HNX,267299838000.0,32999980.0
HCC,9.2,0.9000000000000004,9.78260869565218,10.1,s,Intimex - Hoa Cam Concrete Joint Stock Company,HNX,64533615300.0,6518547.0
HCT,16.9,-5.699999999999999,-33.72781065088758,11.2,s,Hai Phong Cement Transport And Trading Joint Stock Company,HNX,22583512000.0,2016385.0
HDA,5.2,0.0,0.0,5.2,s,Dong A Paint Joint Stock Company,HNX,137999835000.0,27599967.0
HEV,35.9,-5.899999999999999,-16.434540389972142,30.0,s,Higher Education And Vocational Book Joint Stock Company,HNX,30000000000.0,1000000.0
HGM,36.5,13.0,35.61643835616438,49.5,s,Ha Giang Mineral and Mechanics Joint Stock Company,HNX,590075640000.0,11920720.0
HHC,105.0,25.0,23.809523809523807,130.0,s,Hai Ha Confectionery Joint Stock Company,HNX,1729552500000.0,16425000.0
HHG,1.6,0.6999999999999997,43.749999999999986,2.3,s,Hoang Ha Joint Stock Company,UPCOM,74643301206.0,34896354.0
HJS,39.8,7.700000000000003,19.346733668341717,47.5,s,Nam Mu Hydropower Joint Stock Company,HNX,997495250000.0,20999900.0
HKT,7.5,-2.9000000000000004,-38.66666666666667,4.6,s,Ego Viet Nam Investment Joint Stock Company,HNX,28221133400.0,6135029.0
HLC,8.0,3.5,43.75,11.5,s,Ha Lam -  Vinacomin Coal Joint Stock Company,HNX,287191748700.0,25415199.0
HLD,28.6,-0.9000000000000021,-3.146853146853154,27.7,s,HUDLAND Real Estate Investment and Development Joint,HNX,540000000000.0,20000000.0
HMH,11.6,-0.6999999999999993,-6.034482758620683,10.9,s,Hai Minh Corporation,HNX,141324117000.0,12847647.0
HMR,6.4,1.1999999999999993,18.74999999999999,7.6,s,Hoang Mai Stone Joint Stock Company,HNX,42654574400.0,5612444.0
HOM,4.6,0.7000000000000002,15.21739130434783,5.3,s,VICEM Hoang Mai Cement Joint Stock Company,HNX,381587974300.0,71997731.0
